COMPID	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100	101	102	103	104	105	106	107	108	109	110	111	112	113	114	115	116	117	118	119	120	121	122	123	124	125	126	127	128	129	130	131	132
42092	256143	329360	134710	460338	478199	180445	231567	167890	264139	288127	159868	145433	261692	271688	284542	179935	235804	401066	191025	171736	418425	243812	119981	280757	176895	156724	297440	316087	152350	445256	123660	244466	274742	244965	216741	224790	164748	271352	194748	192051	141993	229638	185042	281737	108766	202844	166765	389846	328644	95462	195219	310691	210936	258838	171056	127874	484934	299570	178241	232636	188106	216582	377629	239884	197187	222611	143468	179604	203772	211887	51719	151841	223393	290166	178417	221451	140378	144951	324971	393144	255661	316673	600696	259367	225172	60739	85570	152260	222452	142945	177928	245363	484947	324895	394043	183360	247525	215800	149438	333886	217742	335126	160847	135597	319095	176514	186552	143755	326089	245059	119019	246522	217675	183112	380709	499327	193381	173470	321887	272247	200143	199350	235699	255720	158672	391314	136446	109104	119523	229658	288424	155987
39835	274268	59786	91924	200262	156134	101140	155804	123549	279588	173762	32456		75933	174286		53916		125188	170167	121894	40694			93619	107915	49827	127475	53435		576534			183495	12131	130857	60707	55007	210677	136442	340104	55147	349473			53290	156040	126975	36494	91792		61884	75065	164959	37558	38731		933277	193209	58503	54147		163710	67909		135463		78216	270621	35769	66486	25442	74895	90252				93393	57440	249746	150919	242156	134497	143123	127107	174334	58060	50268	149889	65722		152165	30791	53942	807037	92056		78620	187068	94532	212028	37176	45834	21393	33969	121652	63425		67613	26864	59660	49495	113678	129595	97626		64471	24062	38448			155685	33726	130173		14830	90455		30481		154004	18593	20562
39730	66088	24704	72901	64647	99954	30898	63318	71634		73174		24372	31588	38203	35388	62271	16852	40846		35388	73926	33488	39851	26642	17335	30338	31370	63092	24549	157906		18003	61697	38738	14191	41252	15198	46115	44474	29127		48831	36562	35388	21897	33041	44165	10793	42262		44847		63971	42626	19941		32334	36000		70172	37273	27195	11852				23218	32710		70553	41397			28677		42499			40571	14739	28137		33664	17218	34214	11786	10710	32158	27417				24621				21339	39496		18647		68538	13903		131236	52700		38333			44611	32289	36876	61895	32622	38763	27997	45014		42884	24372		32974	17350	62138	75723	18480			23493		
36845	66480	88864	9358	50427		25033	50349	27697	24669		54991	12403	252122	33548	13041	14786		25536	29171	18534	37583			42738	30949	180069	35674		206204			25434		54777	312385		924160	9701	53634	36154	27522	30589	14467	386838	466451	83885		46428	7671	61553	12133		29205	151481		56348	29739	21143	132990	592782	31036	237141	150177	150445	51245	17387	31373	50167	86214	24646	49151	58650	158987	30769		139104		87516		55516	73556	90945	175069	164209	39234	92894	68379	39851	259825	308051		25463	254740	86550		30236		61537	43502	134333	41308	30788	141316	33002	218510		58831		42613	131771	76075	21402		28969	37064		28036	65893	17870	2408179	55205	1980154	94090	335018	139646	30848	89273	120049	228749	521342	62738	576307
36754	1278843	2375218	1656868	2263444	7653677	875759	1865176	2586793	1180699	6543125	1213287	808465	642118	2996996	2647470	487375	1733826	2381521	2697309	1218788	1666637	1503622	917994	709507	2041417	826397	1764973	1925902	631337	4182918	1053658	2275033	3345137	161079	2167173	2018461	1862176	1640893	1019321	1018928	1191412	2841523	1429049	595754	648747	3224902	1075944	3957846	589839	620270	1332916	901426	812452	2707971	778336	726515	963991	1080505	1219266	2004248	1290243	876117	1066956	1674325	1275160	1396673	775847	474794	967706	2358031	573464	724862	614386	1069961	668576	455669	435272	1198466	1426988	734780	1174875	1858167	1314307	944883	1504357	2369401	1650745	508188	798254	1297822	1302992	1749347	1259267	895280	946324	1622662	1857953	1563069	1104284	1174720	732991	854716	552163	1513787	1378124	3578914	1045273	1202574	1097944	703661	681447	907660	2586863	1761938	822147	1814335	989185	757013	557607	1082347	1471847	1195520	1030905	1036176	1264941	2837865	1095287	979442	770159	1964762	1036061	2095499
33936	2263734	4112565	8980955	5961727	15420529	3504539	6152096	5500396	9032890	1819248	5770682	6021380	2293321	11852323	12131331	6449806	5089474	15921062	3931795	5792153	3890025	14006411	3807448	2168381	4863247	7600310	4289675	9156723	8512724	29118714	2260243	1714952	13246566	4488577	5261186	15816232	5039190	9666695	3382509	8489614	4568329	1330351	13468472	3043081	5821056	4292002	10041502	5427979	7644766	1825030	6023654	20088708	7813177	3461518	2384096	2683386	8680197	5126034	1501330	6705347	4924047	2476015	11867798	18137526	4845120	6238485	4527820	86612496	3771933	7042058	2199429	1556678	3501710	5409404	5236933	7143332	7889378	2249853	10437037	2067927	4778554	10680625	8093036	9042548	5275071	6974584	3041241	3856395	6695582	3992789	7876358	6149040	12987600	7131811	4683819	3487851	3573041	23323458	7120772	13179268	2790171	5526704	1736332	4849769	4876297	10917992	1058893	3359061	7225608	9245422	2222958	11422666	6350884	7870262	11350247	12241929	4541571	5671956	9197284	8907908	9115697	4817694	3809370	5698265	4009896	9519858	4793448	1264890	8743408	10645883	2824020	2872481
32458										938585216																																						938585216																																																																																				
1359	31140250	23261924	19441402	23920828	42609864	9777386	17636148	16112053	22790316	16552218	18012042	31160668	7845783	14452069	43969444	15069758	30136610	26630638	10584242	14517725	10692785	39068940	19651220	21011902	28889042	7879210	22643394	10750448	23374638	36939584	10475948	15657872	9432184	23514346	15646029	20547390	11219557	20472644	21512572	53403700	9753594	18819534	11728708	4491418	20600084	7992552	16379873	18049260	41220624	6738715	7868436	31004044	18779686	8121949	5005341	15048193	16668525	9680709	14944063	20245310	25703612	8719496	13904257	14287067	16797722	32990734	3228278	7502644	9359967	11567848	12657020	18950490	12366164	26562550	14482710	23156628	14164408	5295355	15805244	15141141	14110839	8668905	27441612	22074098	7099844	7576193	5136045	11277760	6508366	5391771	13025050	13640930	7329494	12533451	15814854	10025356	6143316	10233211	9310151	28219924	6721379	3450692	6548418	10969403	7359690	11077256	3269596	15440379	18671602	14371262	3400447	14705601	10436344	8667024	24430202	16416211	7557495	8329828	16836248	9369846	10962207	7670744	22077926	13673602	6476119	14080484	7439013	3890924	7949639	7125563	9662658	6575698
38102	2643023	2196369	983044	2053640	3376705	1079918	1466139	508406	1915167	2627181	1107867	1594511	1035919	2224718	3549015	2267723	1926333	2758084	290028	440387	396254	2932029	1221115	1566685	1303359	781685	1729703	1688187	1824064	4345503	913029	1253078	590256	2319105	1347406	1247313	1439148	1649716	1213253	2681908	1071386	2247280	1236375	437009	1669310	1167315	1741485	3824446	2484751	807745	482505	1656181	1242253	1144479	1217798	986143	2265524	1136066	858065	1840192	1348337	1373326	1550835	1191993	1385558	5066415	676656	1242617	1201617	1515162	1047084	834096	748386	2120614	897819	1852729	1280908	597405	1091204	2685411	1646467	1213425	1721614	3755978	698515	462994	579993	1192077	1586158	1516087	1663984	1386077	2445340	1910582	1537403	1218992	1358404	2052996	726434	3550221	1110669	1227195	766341	688513	1143187	782558	333107	1012443	1281399	1033576	764090	842726	1300506	882066	1385320	1836107	939897	1257774	1305467	1114869	1017109	832812	1715566	1355912	967442	2147226	1081785	476410	1020492	683287	873485	381820
37529	1229629	1779467	1210062	2260817	1381122	1246812	1184366	1118381	1120302	986186	1493460	1935513	1216604	1091986	1411797	1288342	1095882	1686848	1010692	840342	1109212	1247198	1348183	908373	820906	654183	1216484	1070894	1002988	1379762	1460450	1068590	1917693	1262302	913213	1827856	1141733	1123839	1143958	1112233	1254635	876017	1399095	1206651	905988	2163753	1582478	1508914	1273603	985595	2249966	1640293	1730525	1107174	869199	2027601	1768633	1809079	1861343	820655	1060602	2164129	1719690	1592761	1108797	1575391	1594809	1460579	1759113	2033897	1721141	1191286	1661844	1880107	1664078	1050476	834046	1085276	1766680	1011326	1254882	1725376	1893964	1496059	2228095	941889	1566343	970789	1865330	1266082	1197265	1956093	2208371	1414286	3405308	1064735	1064209	1917025	1480122	1931132	1068618	1410357	1375100	1197136	1548010	864265	1056515	942058	1699532	1495013	1747127	1408824	873657	1296656	1300520	1410889	1306050	1222169	1534582	2387779	1686189	1352047	1711791	1009903	1177133	1375847	1668205	1125014	1342653	1630641	1263772	971326
35160	7233912	2566417	859765	4693795	16522074	2338950	4669849	5027121	3574419	1760438	2191361	4112777	1505969	8507998	5680513	4798374	2297842	11814013	2174437	8826934	6026373	15059112	4354005	7772915	3375156	1829337	3918298	2510860	17756738	4766263	1006205	3377340	1892184	616866	2588851	3733379	985608	10612264	4443314	11275220	3025404	4854017	1232115	713525	14629610	2565573	7949557	7698314	16767806	1442289	731872	17101622	2196099	1506455	1482581	7047427	6268019	1434159	4387913	4959079	5549907	2787726	4496930	16848232	5251784	7077218	6947561	2595877	2346889	9465568	2164995	6677006	2192947	12588140	1908059	5088721	4834293	3315801	6552500	6526443	13759792	1701379	2955249	11420856	1410529	5787003	2737930	1638629	6431289	4333244	2340440	1380000	4922030	6416495	3705947	4223064	10327323	5500161	2241589	34431032	1198364	1052378	164660	613725	1202898	1747343	118428	1036425	1375286	1280888	182355	1533638	2445390	2084494	2539609	2437400	1380272	1341407	593459	734439	5452284	2278224	6410934	2961700	3351376	2601148	1518885	871898	916730	1634261	1947076	1053430
48303	549968	508707	437156	850726	731194	462745	656083	798704	473321	412669	694856	812070	380131	529201	293915	603403	397992	370334	581707	372939	354870	580787	296930	572372	973021	582177	720086	659662	603422	323038	504169	377193	224795	1079881	925211	306137	678293	405207	874495	918803	410289	892104	283469	1113900	733168	453814	351077	203265	1027794	808273	364107	620565	1049522	463428	684512	792315	936364	593956	501015	623853	554574	1087327	464037	248569	366673	358994	277600	1175471	919327	326311	488391	1236978	535644	675849	593191	747631	1814268	449297	1091953	558874	656975	213110	991392	913672	570197	570197	323385	836107	502223	316290	898060	776506	503172	1764647	467420	511202			558360	214579	582323	705577	1126028	539791	427030	505032	822517	758271	1156562	734102	500709	355236	581520	575042	667924	414227	537200	768528	599820	421958	220564	378602	889076	898897	749216	260967	605699	568022	536969	482808	563488	438043
46111	3041677	3169227	641100	1067853	789345	450627	3553300	1900301	984343	644645	2167622	1694897	1471928	3738816	603872	5807243	1405249	1058120	1330371	1214147	1004114	1100490	2451634	3010121	1603717	850534	917470	747958	3557333	1880035	1887687	1666468	953604	542330	1588182	1429987	3128566	1014178	2418735	2730831	1419614	731093	2738473	1778773	2898438	1049754	2460155	404298	766558	2559020	800643	494152	1412445	1523243	1961506	772558	1447190	703592	1549170	1451030	2430390	542882	2576109	1549623	5297765	1126850	1426147	1247556	1875526	2045666	788394	612952	3177353	2953977	506122	2324826	1095140	2584084	327509	2100962	1832473	3532183	893176	2467226	1930203	1128410	460619	748869	680557	1018883	2289088	1002143	1141490	665291	411606	947145	736998	1559841	643825	2001930	1360859	1197734	1497395	1152209	2720481	1135453	876272	1457563	6469730	3032437	2960382	5277092	3006435	1080562	1279522	1041503	1918777	2139703	958953	1963093	1364823	2449555	3977836	626994	983574	2720998	718478	883576	5128802	2441450	2094198	3224104
1493	26366374	25577930	16973958	14308104	14927913	15628248	14987420	29150950	13733371	6743318	16240856	21293256	13372257	21800484	13774194	17267760	16409909	14172724	29946466	30060916	29488054	24622944	22804640	13643317	22057272	21827914	26667186	14848086	22245320	17699164	15506666	21110006	14932534	17955104	9905781	18733084	13675584	23965992	22578522	30831438	22385404	29841104	18731816	14083567	18977272	13821752	18346842	17626796	22272456	12822186	22517406	26391442	15714640	16777099	18805890	19923048	26434792	18474934	24813746	12028716	20824548	19092764	18646316	26601652	22437162	14868409	20178978	26863166	25794228	20991350	20674138	35357760	15465861	21450562	7146087	27523794	21380792	27366184	27669984	30575102	22016666	9720704	10423312	34867128	19998190	19134156	16293072	12250641	13538972	25010508	19214784	20928564	28562432	18719122	10355522	36226072	28516876	34506980	21316060	21352028	11902266	13085451	9884815	7492884	9910301	12227416	9167211	14607663	13761626	17169222	8664921	7712362	24545100	14255472	18357914	15478254	11793472	15953365	6098319	9263150	23916082	18720388	34544708	26202182	26953924	13841490	22077440	12463787	13542984	16549998	18824588	9041606
1505	5223912	3175086	9166012	8051557	4180883	3549905	4347725	3485650	2564873	3623925	3199614	3721506	3370626	3881974	6153874	3651112	3216399	5325775	2676398	3255360	5187630	3761850	3570850	4203804	3087423	2058569	1913186	2947157	10315116	5076431	1787392	4667019	2343833	1861255	1862127	7914980	2338596	4950036	5203877	7114971	20816170	5578559	2764720	1265412	4128090	2809844	6348975	6672351	5238245	3575230	4386730	2989203	5849135	1110730	2097628	16804528	9952331	3617489	5486482	3218458	4111392	3535713	2818802	8678919	4154768	5187951	5308509	8096514	2592960	4941612	3910615	10315145	3450513	3884482	3339321	6038345	3971180	1383607	3245006	4943286	6601832	3167643	2445164	11767224	1418390	4788736	2585031	1849167	4259544	4522922	3597004	2353767	4270581	2306413	2399367	4788273	10340786	4367056	3560203	8162392	1425589	3999974	1002208	1219556	1209133	2357908	1023373	2056557	1207801	1155208	1277152	1271639	6897012	2446661	1855661	987347	1688646	936344	1651728	911604	3446133	3471458	8663282	2906352	3215487	1626852	3120959	6081585	2777501	2313426	2481370	2135840
35172	533886	227525	414280	366339	289538		288663	424859	269828	276545	159214	198191	230400	235417	203720	276419	218247	244866	316833	348659	451424	258339	190850	301461	326354	140964	263729		462317	236036	153193	161400	216688	266343	330629	241951	124596			319939	307472	459442	197853			164177	398734		319251	249734	254697	200740	225657	146031	242642	480906	406846		502793	126526	266343	205133	233660	737959	165026	171747	124119	341290	157402	680411	275284	289160	209682	308683	261114	514179	169742	420428	222310	298027	458059	426782	147336	570735	268957	321758	411821	380679	277710	256478	210956	186166	281578	274904		208885	413795	299158	278162	474789	338334	138770	126516		211721			182069		308773	186188	237682			218907	133797	217716	250458	111480	220900	344976	469042	586322	337443	406069	208233	197977	292397	211787	331829	293179	266343
45413	501099	1156059	1536245	1009206	1157675	1137252	1226442	1656218	1919065	1695001	1510987	1362156	1244818	1956924	884770	1676467	825563	1715756	1415730	868266	1133150	2070961	965791	1485047	1011252	1269962	1982470	1226382	909358	1486777	1173918	276282	1545786	1391094	905013	2415162	1329301	1474910	1429460	1583871	996686	1469774	2152840	1539280	1555436	1218574	1675098	1365496	1896241	1344571	1666921	1337212	1536936	1441156	1293539	1356033	1351364	1128719	1560853	1647448	1430247	1442419	942013	1987181	676703	743822	1738035	1324155	1604297	1599552	838826	1426934	1479641	1488439	520347	1375237	839685	1455378	1456761	1597649	2078551	1257657	1342135	2202683	1401129	1488602	1481563	1630982	1936709	1232617	1033471	1422184	1970661	1297569	549357	1051768	2160342	1712242	1697650	1538348	1857285	1216382	1048017	1004658	1348055	1215163	867201	1313387	1462654	2165803	1454591	1482140	1553782	1463827	1598616	2356219	1783099	1333446	1562876		1491448	1964471	1304379	1515077	1608946	1369852	1460424	1698486	1870375	1155510	788291	1491882
